"product","substance","quantity","unit"
"Maintenance of train bearings - train type &rsquo;X10&rsquo;. ESA-DBP","Electricity (non-accounted)",8.75,
"Maintenance of train bearings - train type &rsquo;X10&rsquo;. ESA-DBP","Feedstock energy",31,
"Manufacturing of brass cages at SKFs site in Göteborg","Cutting fluid",0.86,
"Manufacturing of brass cages at SKFs site in Göteborg","Electricity",31.35,
"Manufacturing of brass cages at SKFs site in Göteborg","Turned brass cylinders",205,
"Manufacturing of CD-R (Compact Disc-Recordable). ESA-DBP","Acrylic resin",0.1,
"Manufacturing of CD-R (Compact Disc-Recordable). ESA-DBP","Cyanide dye",1,
"Manufacturing of CD-R (Compact Disc-Recordable). ESA-DBP","Electricity",0.08,
"Manufacturing of CD-R (Compact Disc-Recordable). ESA-DBP","Gold",20,
"Manufacturing of CD-R (Compact Disc-Recordable). ESA-DBP","Polycarbonate",14.9,
"Manufacturing of CD-ROM (Compact Disc - Read Only Memory). ESA-DBP","Acrylic resin",0.1,
"Manufacturing of CD-ROM (Compact Disc - Read Only Memory). ESA-DBP","Aluminium",0,
"Manufacturing of CD-ROM (Compact Disc - Read Only Memory). ESA-DBP","Electricity",0.08,
"Manufacturing of CD-ROM (Compact Disc - Read Only Memory). ESA-DBP","Polycarbonate",14.9,
"Manufacturing of Cold Rolled Steel Tubes, 41,55 x 37,21 or 47,75 x 41,01 mm","Water",1.2,
"Manufacturing of Cold Rolled Steel Tubes, 41,55 x 37,21 or 47,75 x 41,01 mm","District heating",125,
"Manufacturing of Cold Rolled Steel Tubes, 41,55 x 37,21 or 47,75 x 41,01 mm","Electricity",223,
"Manufacturing of Cold Rolled Steel Tubes, 41,55 x 37,21 or 47,75 x 41,01 mm","Emulsion",0.8,
"Manufacturing of Cold Rolled Steel Tubes, 41,55 x 37,21 or 47,75 x 41,01 mm","Hot rolled steel tube",1.11,
"Manufacturing of Cold Rolled Steel Tubes, 41,55 x 37,21 or 47,75 x 41,01 mm","Hydraulic oil",0.8,
"Manufacturing of Cold Rolled Steel Tubes, 41,55 x 37,21 or 47,75 x 41,01 mm","Steam",249,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","Municipal water",0.14,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","Surface water",2.01,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","Brick",0.16,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","Dolomite",0.03,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","Electricity",105,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","Grease",0.05,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","Hydraulic oil",0.12,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","Light fuel oil",208,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","LPG",44.1,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","N2",0.01,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","O2",27.7,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","Polymers",5.15,
"Manufacturing of Hot Rolled Round Steel Billets, 80 mm","Steel ingot",1.2,
"Manufacturing of Hot Rolled Square Billets, 150 mm","Municipal water",0.12,
"Manufacturing of Hot Rolled Square Billets, 150 mm","Surface water",1.68,
"Manufacturing of Hot Rolled Square Billets, 150 mm","Brick",0.14,
"Manufacturing of Hot Rolled Square Billets, 150 mm","Dolomite",0.02,
"Manufacturing of Hot Rolled Square Billets, 150 mm","Electricity",54.97,
"Manufacturing of Hot Rolled Square Billets, 150 mm","Grease",0.04,
"Manufacturing of Hot Rolled Square Billets, 150 mm","Hydraulic oil",0.05,
"Manufacturing of Hot Rolled Square Billets, 150 mm","Light fuel oil",0.02,
"Manufacturing of Hot Rolled Square Billets, 150 mm","LPG",2.75,
"Manufacturing of Hot Rolled Square Billets, 150 mm","N2",5.01,
"Manufacturing of Hot Rolled Square Billets, 150 mm","O2",23.24,
"Manufacturing of Hot Rolled Square Billets, 150 mm","Polymers",0,
"Manufacturing of Hot Rolled Square Billets, 150 mm","Steel ingot",1183.4,
"Manufacturing of Hot Rolled Steel Tubes, 70,7 x 47,5 mm","Surface water",4.23,
"Manufacturing of Hot Rolled Steel Tubes, 70,7 x 47,5 mm","District heating",36.4,
"Manufacturing of Hot Rolled Steel Tubes, 70,7 x 47,5 mm","Electricity",326,
"Manufacturing of Hot Rolled Steel Tubes, 70,7 x 47,5 mm","Emulsion",3.9,
"Manufacturing of Hot Rolled Steel Tubes, 70,7 x 47,5 mm","Hot rolled round steel billets",1.07,
"Manufacturing of Hot Rolled Steel Tubes, 70,7 x 47,5 mm","Hydraulic oil",0.25,
"Manufacturing of Hot Rolled Steel Tubes, 70,7 x 47,5 mm","LPG",621,
"Manufacturing of Hot Rolled Steel Tubes, 70,7 x 47,5 mm","Municipal water",0.1,
"Manufacturing of plywood boxes at Nefab in Alfta","Diesel",0.07,
"Manufacturing of plywood boxes at Nefab in Alfta","Electricity",0.63,
"Manufacturing of plywood boxes at Nefab in Alfta","Oil",0.01,
"Manufacturing of plywood boxes at Nefab in Alfta","Plywood",0.64,
"Manufacturing of plywood boxes at Nefab in Alfta","Renewable fuel",0.11,
"Manufacturing of plywood boxes at Nefab in Alfta","Steel nails",0,
"Manufacturing of plywood boxes at Nefab in Alfta","Steel strips",0.07,
"Manufacturing of plywood boxes at Nefab in Alfta","Wooden splits",0.28,
"Manufacturing of polyurethane insulation","Fuel oil",0.05,
"Manufacturing of polyurethane insulation","Isocyanate",1.88,
"Manufacturing of polyurethane insulation","Polyol",1.45,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Cutting fluid",0.03,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","District heating",4.85,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Electricity",6.98,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Hydraulic oil",0.02,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Mineral oil products",31.68,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Natural gas",0.24,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Polishing Oil",0.01,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Sintered Steel Ring",0.09,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Steel cage",0.25,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Steel ring",2.58,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Steel ring",3.38,
"Manufacturing of SKF&rsquo;s Spherical Roller Bearing","Steel roller",1.53,
"Manufacturing of the Plain bearing GE30","Fossil water",3509,
"Manufacturing of the Plain bearing GE30","Surface water",1612,
"Manufacturing of the Plain bearing GE30","Cold rolled steel tube",1.96,
"Manufacturing of the Plain bearing GE30","Cutting oil",8.7,
"Manufacturing of the Plain bearing GE30","Electricity",5867,
"Manufacturing of the Plain bearing GE30","H2SO4",806,
"Manufacturing of the Plain bearing GE30","HCl",60,
"Manufacturing of the Plain bearing GE30","Light fuel oil",18,
"Manufacturing of the Plain bearing GE30","N2",254,
"Manufacturing of the Plain bearing GE30","NaHSO3",242,
"Manufacturing of the Plain bearing GE30","NaOH",181,
"Manufacturing of the Plain bearing GE30","Natural gas",6155,
"Manufacturing of the Plain bearing GE30","Quench oil",6.6,
"Manufacturing of the Plain bearing GE30","Wood chips",5,
"Manufacturing PU elastics","DMAC",10,
"Manufacturing PU elastics","DMDA",40,
"Manufacturing PU elastics","MDI",185,
"Manufacturing PU elastics","PTMG",755,
"MDI - PUR precursors","Bauxite",150,
"MDI - PUR precursors","Coal",0,
"MDI - PUR precursors","Electricity",20,
"MDI - PUR precursors","Heavy oil",27,
"MDI - PUR precursors","Iron ore",690,
"MDI - PUR precursors","Limestone",9600,
"MDI - PUR precursors","NaCl",376000,
"MDI - PUR precursors","Natural sand",150,
"MDI - PUR precursors","Other fuel",58,
"MDI - PUR precursors","SO2",77400,
"MDI - PUR precursors","Water",211000000,
"Medium speed, four-stroke diesel vessel engine","Heavy oil",200,
"Metal coating of cold reduced steel sheets","Al",0.17,
"Metal coating of cold reduced steel sheets","Cold reduced steel sheet",0.99,
"Metal coating of cold reduced steel sheets","Electricity",0.54,
"Metal coating of cold reduced steel sheets","Liquefied petroleum gas",0.25,
"Metal coating of cold reduced steel sheets","Zn",56.75,
"Metal surface treatment of car- and boat details","Lye",11.5,
"Metal surface treatment of car- and boat details","Nitric acid",1,
"Metal surface treatment of car- and boat details","Phosphorus",5,
"Metal surface treatment of car- and boat details","Sulphur",5,
"Metal surface treatment of car- and boat details","Trichlorethylene",0.9,
"Mexico, electricity generation mix 1998","Electricity",0,
"Mexico, electricity generation mix 1998","Electricity",0,
"Mexico, electricity generation mix 1998","Electricity",0,
"Mexico, electricity generation mix 1998","Electricity",0,
"Mexico, electricity generation mix 1998","Electricity",0,
"Mexico, electricity generation mix 1998","Electricity",101035,
"Mexico, electricity generation mix 1998","Electricity",17828,
"Mexico, electricity generation mix 1998","Electricity",23940,
"Mexico, electricity generation mix 1998","Electricity",24616,
"Mexico, electricity generation mix 1998","Electricity",5,
"Mexico, electricity generation mix 1998","Electricity",5657,
"Mexico, electricity generation mix 1998","Electricity",9265,
"Mining to sodium chloride APME","*Coal (energy resource)",0.37,
"Mining to sodium chloride APME","*Gas (energy resource)",1.69,
"Mining to sodium chloride APME","*Hydro power",0.05,
"Mining to sodium chloride APME","*Nuclear power",0.21,
"Mining to sodium chloride APME","*Oil (energy resource)",0.7,
"Mining to sodium chloride APME","Limestone",14,
"Mining to sodium chloride APME","Other energy",0.02,
"Mining to sodium chloride APME","Sand",60,
"Mining to sodium chloride APME","Sodium chloride",1.07,
"Mining to sodium chloride APME","Water",4.6,
"Mining to sodium hydroxide APME","*Coal (energy resource)",5.86,
"Mining to sodium hydroxide APME","*Gas (energy resource)",4.76,
"Mining to sodium hydroxide APME","*Hydro power",0.71,
"Mining to sodium hydroxide APME","*Nuclear power",5.74,
"Mining to sodium hydroxide APME","*Oil (energy resource)",3.5,
"Mining to sodium hydroxide APME","Iron ore",0.46,
"Mining to sodium hydroxide APME","Limestone",10.5,
"Mining to sodium hydroxide APME","Other energy",0.17,
"Mining to sodium hydroxide APME","Sand",0.2,
"Mining to sodium hydroxide APME","Sodium chloride",0.59,
"Mining to sodium hydroxide APME","Water",5.3,
"Mounting of bearing","Bearing",1.2,
"Mounting of bearing","SKF LHMF 300",0.18,
"Mounting profile production","Chemicals",6.49,
"Mounting profile production","Electricity",0.55,
"Mounting profile production","Gas",1.42,
"Mounting profile production","Heat",0.36,
"Mounting profile production","Sheet steel",1010,
"Mounting profile production","Steam",0.1,
"Natural gas fired combination plant for heat and power production","Electricity",0,
"Natural gas fired combination plant for heat and power production","Ion exchanger",0,
"Natural gas fired combination plant for heat and power production","Natural gas",83.2,
"Natural gas fired combination power plant with support systems","Area",0,
"Natural gas fired combination power plant with support systems","Bauxite",0,
"Natural gas fired combination power plant with support systems","Bio fuel",0,
"Natural gas fired combination power plant with support systems","Coal",0,
"Natural gas fired combination power plant with support systems","Copper ore",0.07,
"Natural gas fired combination power plant with support systems","Heavy oil",0.03,
"Natural gas fired combination power plant with support systems","Iron ore",0.21,
"Natural gas fired combination power plant with support systems","Natural gas",0.04,
"Natural gas fired combination power plant with support systems","Natural gas",1.89,
"Natural gas fired combination power plant with support systems","Wood",0,
"Natural gas fired combination power plant with support systems","Ammonia",0.61,
"Natural gas fired combination power plant with support systems","Electricity",0,
"Natural gas fired combination power plant with support systems","Electricity",0,
"Natural gas fired combination power plant with support systems","Heavy oil",0.01,
"Natural gas fired combination power plant with support systems","NaOH",0.04,
"Natural gas fired combination power plant with support systems","Nitric acid",0,
"Natural gas fired plant for heat production - Small plant","Natural gas",83.2,
"Natural gas fired plant for heat production - Small plant","Trisodium phosphate",0,
"Natural gas fired plant with flue gas condensation for heat and power production","Electricity",0,
"Natural gas fired plant with flue gas condensation for heat and power production","Hydrochloric acid",0,
"Natural gas fired plant with flue gas condensation for heat and power production","Ion exchanger",0,
"Natural gas fired plant with flue gas condensation for heat and power production","Morpholine",0,
"Natural gas fired plant with flue gas condensation for heat and power production","NaOH",0,
"Natural gas fired plant with flue gas condensation for heat and power production","Natural gas",79.4,
"Natural gas fired plant with flue gas condensation for heat and power production","Trisodium phosphate",0,
"Netherlands, electricity generation mix 1998","Electricity",0,
"Netherlands, electricity generation mix 1998","Electricity",0,
"Netherlands, electricity generation mix 1998","Electricity",0,
"Netherlands, electricity generation mix 1998","Electricity",106,
"Netherlands, electricity generation mix 1998","Electricity",212,
"Netherlands, electricity generation mix 1998","Electricity",27274,
"Netherlands, electricity generation mix 1998","Electricity",3528,
"Netherlands, electricity generation mix 1998","Electricity",3605,
"Netherlands, electricity generation mix 1998","Electricity",3814,
"Netherlands, electricity generation mix 1998","Electricity",5,
"Netherlands, electricity generation mix 1998","Electricity",51981,
"Netherlands, electricity generation mix 1998","Electricity",640,
"New Zealand, electricity generation mix 1998","Electricity",0,
"New Zealand, electricity generation mix 1998","Electricity",0,
"New Zealand, electricity generation mix 1998","Electricity",0,
"New Zealand, electricity generation mix 1998","Electricity",0,
"New Zealand, electricity generation mix 1998","Electricity",0,
"New Zealand, electricity generation mix 1998","Electricity",0,
"New Zealand, electricity generation mix 1998","Electricity",1463,
"New Zealand, electricity generation mix 1998","Electricity",24365,
"New Zealand, electricity generation mix 1998","Electricity",2478,
"New Zealand, electricity generation mix 1998","Electricity",509,
"New Zealand, electricity generation mix 1998","Electricity",51,
"New Zealand, electricity generation mix 1998","Electricity",8700,
"N-fertilizer production","Coal",3.95,
"N-fertilizer production","Electricity",0.13,
"N-fertilizer production","Fuel oil",4.38,
"N-fertilizer production","Natural gas",33,
"Night vision camera assembly. Autoliv ESA-DBP","EMI gasket",1,
"Night vision camera assembly. Autoliv ESA-DBP","Flange",1,
"Night vision camera assembly. Autoliv ESA-DBP","Front enclosure",1,
"Night vision camera assembly. Autoliv ESA-DBP","Gasket",1,
"Night vision camera assembly. Autoliv ESA-DBP","Heat sink",1,
"Night vision camera assembly. Autoliv ESA-DBP","Label",1,
"Night vision camera assembly. Autoliv ESA-DBP","Lens assembly",1,
"Night vision camera assembly. Autoliv ESA-DBP","Lens heater",1,
"Night vision camera assembly. Autoliv ESA-DBP","Packaging material ESD foam",1,
"Night vision camera assembly. Autoliv ESA-DBP","Power printed circuit board",1,
"Night vision camera assembly. Autoliv ESA-DBP","Rear enclosure",1,
"Night vision camera assembly. Autoliv ESA-DBP","Rubber seal/gasket",1,
"Night vision camera assembly. Autoliv ESA-DBP","Screw",9,
"Night vision camera assembly. Autoliv ESA-DBP","Sensor",1,
"Night vision camera assembly. Autoliv ESA-DBP","Sensor retainer",1,
"Night vision camera assembly. Autoliv ESA-DBP","Shutter",1,
"Night vision camera assembly. Autoliv ESA-DBP","Software",1,
"Night vision camera assembly. Autoliv ESA-DBP","Video printed circuit board",1,
"Night vision camera assembly. Autoliv ESA-DBP","Window",1,
"Night vision camera assembly. Autoliv ESA-DBP","Window retainer",1,
"Night vision camera assembly. Autoliv ESA-DBP","Electricity",,
"Night vision camera assembly. Autoliv ESA-DBP","He",0.26,
"Night vision camera assembly. Autoliv ESA-DBP","Thermal transfer printers",0,
"Night vision camera&rsquo;s gasket manufacturing. Autoliv ESA-DBP","Water",5.86,
"Night vision camera&rsquo;s gasket manufacturing. Autoliv ESA-DBP","Carbon black",0,
"Night vision camera&rsquo;s gasket manufacturing. Autoliv ESA-DBP","Electricity",0.1,
"Night vision camera&rsquo;s gasket manufacturing. Autoliv ESA-DBP","Ethylene propylene diene monomer (EPDM)",0,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Blank germanium",0,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Blank zinc-selenium",0,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Bushing",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Bushing 7.8 mm",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Bushing 8.9 mm",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Flange",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Housing",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Lens cell",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Retaining nut",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Retaining ring",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Self lock",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Sleeve cast",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Spacer",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Wave spring",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Wave spring washer",1,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Adhesive",0,
"Night vision camera&rsquo;s lens assembly. Autoliv ESA-DBP","Electricity",0.15,
"Night vision camera&rsquo;s lens heater manufacturing. Autoliv ESA-DBP","Adhesive",0,
"Night vision camera&rsquo;s lens heater manufacturing. Autoliv ESA-DBP","Thermistor",1,
"Night vision camera&rsquo;s lens heater manufacturing. Autoliv ESA-DBP","Water",0.4,
"Night vision camera&rsquo;s lens heater manufacturing. Autoliv ESA-DBP","CuNi",0,
"Night vision camera&rsquo;s lens heater manufacturing. Autoliv ESA-DBP","Electricity",0.47,
"Night vision camera&rsquo;s lens heater manufacturing. Autoliv ESA-DBP","Polyamide 66 (PA66)",0,
"Night vision camera&rsquo;s lens heater manufacturing. Autoliv ESA-DBP","Poron",0,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Adhesive",0,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Bearing 1",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Bearing 2",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Brush",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Commutator",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Commutator core",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Commutator washer",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Core",2,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","End cap",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Grease",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Housing",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Insulating material",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Magnet wire",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Plastic magnet",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Rotor bush",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Shaft",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Solder",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Terminal",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Varistor",1,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Washer",3,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Electricity",0.04,
"Night vision camera&rsquo;s motor manufacturing. Autoliv ESA-DBP","Oil",0,
"Night vision camera&rsquo;s screw manufacturing. Autoliv ESA-DBP","CuZn37",0.21,
"Night vision camera&rsquo;s screw manufacturing. Autoliv ESA-DBP","Electricity",0,
"Night vision camera&rsquo;s screw manufacturing. Autoliv ESA-DBP","E-plate copper",0,
"Night vision camera&rsquo;s screw manufacturing. Autoliv ESA-DBP","E-plate tin",0,
"Night vision camera&rsquo;s sensor retainer manufacturing. Autoliv ESA-DBP","Water",0.75,
"Night vision camera&rsquo;s sensor retainer manufacturing. Autoliv ESA-DBP","Electricity",0.04,
"Night vision camera&rsquo;s sensor retainer manufacturing. Autoliv ESA-DBP","Glass fibre",0,
"Night vision camera&rsquo;s sensor retainer manufacturing. Autoliv ESA-DBP","Polyamide 66 (PA66)",0.01,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Face gear",1,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Gearbox",1,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Gearbox cover",1,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Harness",1,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Motor",1,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Paddle",1,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Pinion gear",1,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Spring",1,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Spring clip",1,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Water",0.48,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Adhesive",0,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Electricity",0.6,
"Night vision camera&rsquo;s shutter assembly. Autoliv ESA-DBP","Gas",0,
"Night vision camera&rsquo;s spring extension. Autoliv ESA-DBP","Natural gas",0.03,
"Night vision camera&rsquo;s spring extension. Autoliv ESA-DBP","Water",0.03,
"Night vision camera&rsquo;s spring extension. Autoliv ESA-DBP","Electricity",0.11,
"Night vision camera&rsquo;s spring extension. Autoliv ESA-DBP","Stainless steel",0,
"Night vision camera&rsquo;s thermistor manufacturing. Autoliv ESA-DBP","Water",0.01,
"Night vision camera&rsquo;s thermistor manufacturing. Autoliv ESA-DBP","Ceramic",0,
"Night vision camera&rsquo;s thermistor manufacturing. Autoliv ESA-DBP","Electricity",0,
"Night vision camera&rsquo;s thermistor manufacturing. Autoliv ESA-DBP","Metal",0,
"Norway, electricity generation mix 1998","Electricity",0,
"Norway, electricity generation mix 1998","Electricity",0,
"Norway, electricity generation mix 1998","Electricity",0,
"Norway, electricity generation mix 1998","Electricity",0,
"Norway, electricity generation mix 1998","Electricity",0,
"Norway, electricity generation mix 1998","Electricity",0,
"Norway, electricity generation mix 1998","Electricity",115359,
"Norway, electricity generation mix 1998","Electricity",192,
"Norway, electricity generation mix 1998","Electricity",222,
"Norway, electricity generation mix 1998","Electricity",296,
"Norway, electricity generation mix 1998","Electricity",7,
"Norway, electricity generation mix 1998","Electricity",7,
"Nuclear electricity energy system, EPD-version","Bauxite",19.1,
"Nuclear electricity energy system, EPD-version","Chromium in ore",5.55,
"Nuclear electricity energy system, EPD-version","Copper in ore",2.26,
"Nuclear electricity energy system, EPD-version","Crude oil",246,
"Nuclear electricity energy system, EPD-version","Hard coal",1260,
"Nuclear electricity energy system, EPD-version","Iron in ore",133,
"Nuclear electricity energy system, EPD-version","Lead in ore",0.07,
"Nuclear electricity energy system, EPD-version","Lignite",238,
"Nuclear electricity energy system, EPD-version","Limestone",163,
"Nuclear electricity energy system, EPD-version","Manganese in ore",0.21,
"Nuclear electricity energy system, EPD-version","Natural gas",415.4,
"Nuclear electricity energy system, EPD-version","Nickel in ore",4.43,
"Nuclear electricity energy system, EPD-version","Palladium in ore",0,
"Nuclear electricity energy system, EPD-version","Platinum in ore",0,
"Nuclear electricity energy system, EPD-version","Rhodium in ore",0,
"Nuclear electricity energy system, EPD-version","Rock salt",10.5,
"Nuclear electricity energy system, EPD-version","Uranium in ore",7.85,
"Nuclear electricity energy system, EPD-version","Water",2530000,
"Nuclear electricity energy system, EPD-version","Wood",21.4,
"Nuclear electricity energy system, EPD-version","Zinc in ore",0,
"Nuclear electricity energy system, EPD-version","Metals",0,
"Nuclear electricity energy system, ETH - full version","Area II-III",27800,
"Nuclear electricity energy system, ETH - full version","Area III-IV",7.81,
"Nuclear electricity energy system, ETH - full version","Area II-IV",49,
"Nuclear electricity energy system, ETH - full version","Area IV-IV",0.2,
"Nuclear electricity energy system, ETH - full version","Area, sea bed II-III",26.6,
"Nuclear electricity energy system, ETH - full version","Area, sea bed II-IV",2.75,
"Nuclear electricity energy system, ETH - full version","Barite",1.67,
"Nuclear electricity energy system, ETH - full version","Bauxite",19.1,
"Nuclear electricity energy system, ETH - full version","Bentonite",95.9,
"Nuclear electricity energy system, ETH - full version","Chromium in ore",5.55,
"Nuclear electricity energy system, ETH - full version","Clay",30.2,
"Nuclear electricity energy system, ETH - full version","Copper in ore",2.26,
"Nuclear electricity energy system, ETH - full version","Crude oil",0.25,
"Nuclear electricity energy system, ETH - full version","Gravel",724,
"Nuclear electricity energy system, ETH - full version","Hydro energy",0,
"Nuclear electricity energy system, ETH - full version","Iron in ore",133,
"Nuclear electricity energy system, ETH - full version","Lead in ore",0.07,
"Nuclear electricity energy system, ETH - full version","Lignite",238,
"Nuclear electricity energy system, ETH - full version","Limestone",163,
"Nuclear electricity energy system, ETH - full version","Manganese in ore",0.21,
"Nuclear electricity energy system, ETH - full version","Mine gas (methane)",8.59,
"Nuclear electricity energy system, ETH - full version","Natural gas",16.8,
"Nuclear electricity energy system, ETH - full version","Natural gas",387,
"Nuclear electricity energy system, ETH - full version","Nickel in ore",4.43,
"Nuclear electricity energy system, ETH - full version","Palladium in ore",0,
"Nuclear electricity energy system, ETH - full version","Platinum in ore",0,
"Nuclear electricity energy system, ETH - full version","Rhodium in ore",0,
"Nuclear electricity energy system, ETH - full version","Rock salt",10.5,
"Nuclear electricity energy system, ETH - full version","Sand",115,
"Nuclear electricity energy system, ETH - full version","Stone coal",1260,
"Nuclear electricity energy system, ETH - full version","Turbine water amount",9700,
"Nuclear electricity energy system, ETH - full version","Uranium in ore",7.85,
"Nuclear electricity energy system, ETH - full version","Water",2530000,
"Nuclear electricity energy system, ETH - full version","Wood",0.02,
"Nuclear electricity energy system, ETH - full version","Working amount in water storages",44.3,
"Nuclear electricity energy system, ETH - full version","Zinc in ore",0,
"Nuclear electricity energy system, ETH - full version","Cobalt",0,
"Nuclear electricity energy system, ETH - full version","Molybdenum",0,
"Nuclear electricity energy system, ETH - full version","Rhenium",0,
"Nuclear electricity energy system, ETH - full version","Silver",0,
"Nuclear electricity energy system, ETH - full version","Tin",0,
"Nuclear power plant with support systems","Area",0,
"Nuclear power plant with support systems","Bauxite",0.09,
"Nuclear power plant with support systems","Bio fuel",0,
"Nuclear power plant with support systems","Coal",0,
"Nuclear power plant with support systems","Copper ore",2.07,
"Nuclear power plant with support systems","Iron ore",0.03,
"Nuclear power plant with support systems","Lead ore",0.01,
"Nuclear power plant with support systems","Natural gas",0,
"Nuclear power plant with support systems","Uranium ore",1.24,
"Nuclear power plant with support systems","Wood",0,
"Nuclear power plant with support systems","Ammonia",0.02,
"Nuclear power plant with support systems","Electricity",0,
"Nuclear power plant with support systems","Electricity",0.01,
"Nuclear power plant with support systems","H2SO4",0.17,
"Nuclear power plant with support systems","Heavy oil",0,
"Nuclear power plant with support systems","NaOH",0,
"Nuclear power plant with support systems","Nitric acid",0.01,
"OECD Europe, electricity generation mix 1998","Electricity",11228,
"OECD Europe, electricity generation mix 1998","Electricity",1468,
"OECD Europe, electricity generation mix 1998","Electricity",207542,
"OECD Europe, electricity generation mix 1998","Electricity",330258,
"OECD Europe, electricity generation mix 1998","Electricity",401740,
"OECD Europe, electricity generation mix 1998","Electricity",45015,
"OECD Europe, electricity generation mix 1998","Electricity",5012,
"OECD Europe, electricity generation mix 1998","Electricity",505074,
